Season,Name,Team,IP,HR/FB,NameASCII,PlayerId,MLBAMID
2009,"Kevin Millwood","TEX",198.2,0.10612245,"Kevin Millwood",106,119154
2012,"Bronson Arroyo","CIN",202,0.10612245,"Bronson Arroyo",978,276520
2004,"Adam Eaton","SDP",199.1,0.10606061,"Adam Eaton",1029,284566
2016,"Jordan Zimmermann","DET",102.1,0.10606061,"Jordan Zimmermann",4505,519455
2002,"Steve Sparks","DET",180.2,0.10599078,"Steve Sparks",499,122562
2012,"Shaun Marcum","MIL",124,0.10596026,"Shaun Marcum",6204,451788
2008,"Todd Wellemeyer","STL",191.2,0.1059322,"Todd Wellemeyer",1709,425487
2002,"Jason Simontacchi","STL",143.1,0.10588235,"Jason Simontacchi",1181,421004
2007,"Shawn Hill","WSN",97.1,0.10588235,"Shawn Hill",1882,429718
2017,"Matthew Boyd","DET",133.2,0.10588235,"Matthew Boyd",15440,571510
2017,"Sean Manaea","OAK",158.2,0.10588235,"Sean Manaea",15873,640455
2020,"Mike Fiers","OAK",59,0.10588235,"Mike Fiers",7754,571666
2007,"Jason Marquis","CHC",191,0.10576923,"Jason Marquis",105,150302
2007,"Rodrigo Lopez","COL",79.1,0.10576923,"Rodrigo Lopez",150,150438
2007,"David Wells","- - -",157.1,0.10576923,"David Wells",855,124071
2009,"Roy Halladay","TOR",239,0.10576923,"Roy Halladay",1303,136880
2018,"Shane Bieber","CLE",110,0.10576923,"Shane Bieber",19427,669456
2023,"Adrian Houser","MIL",96.1,0.10576923,"Adrian Houser",12718,605288
2010,"Carl Pavano","MIN",221,0.10572687,"Carl Pavano",790,134321
2013,"Mark Buehrle","TOR",203.2,0.10572687,"Mark Buehrle",225,279824
2002,"Josh Beckett","FLA",104.2,0.10569106,"Josh Beckett",510,277417
2006,"Kyle Lohse","- - -",100.1,0.10569106,"Kyle Lohse",739,346798
2014,"Jesse Chavez","OAK",125.2,0.10569106,"Jesse Chavez",5448,445926
2017,"Jason Hammel","KCR",180.1,0.10569106,"Jason Hammel",4538,434628
2003,"Javier Vazquez","MON",230.2,0.10566038,"Javier Vazquez",801,134320
2006,"Aaron Harang","CIN",233.1,0.10566038,"Aaron Harang",1451,421685
2003,"Mark Mulder","OAK",186.2,0.1056338,"Mark Mulder",932,150426
2016,"Stephen Strasburg","WSN",147.2,0.1056338,"Stephen Strasburg",10131,544931
2010,"Edwin Jackson","- - -",209.1,0.10552764,"Edwin Jackson",1841,429719
2022,"Cole Irvin","OAK",181,0.10548523,"Cole Irvin",19244,608344
2015,"Max Scherzer","WSN",228.2,0.10546875,"Max Scherzer",3137,453286
2006,"Chris Capuano","MIL",221.1,0.10545455,"Chris Capuano",1701,425626
2010,"Bronson Arroyo","CIN",215.2,0.10545455,"Bronson Arroyo",978,276520
2002,"Kevin Beirne","LAD",15,0.10526316,"Kevin Beirne",638,150312
2002,"Roger Clemens","NYY",180,0.10526316,"Roger Clemens",815,112388
2003,"Shane Loux","DET",15.1,0.10526316,"Shane Loux",1613,400076
2004,"Kip Wells","PIT",138.1,0.10526316,"Kip Wells",1012,150337
2005,"Mark Redman","PIT",178.1,0.10526316,"Mark Redman",491,150230
2005,"Eude Brito","PHI",21.1,0.10526316,"Eude Brito",2514,434560
2006,"Orlando Hernandez","- - -",162.1,0.10526316,"Orlando Hernandez",823,133340
2006,"Ty Taubenheim","TOR",30.2,0.10526316,"Ty Taubenheim",5561,457458
2008,"Josh Beckett","BOS",174.1,0.10526316,"Josh Beckett",510,277417
2008,"Edgar Gonzalez","ARI",27,0.10526316,"Edgar Gonzalez",1727,429440
2008,"Jorge De La Rosa","COL",122,0.10526316,"Jorge De La Rosa",2047,407822
2008,"Ryan Rowland-Smith","SEA",72,0.10526316,"Ryan Rowland-Smith",3245,434884
2008,"Scott Lewis","CLE",24,0.10526316,"Scott Lewis",7322,460260
2009,"Dana Eveland","OAK",40,0.10526316,"Dana Eveland",5508,445968
2009,"John Lannan","WSN",206.1,0.10526316,"John Lannan",7080,458709
2009,"Kris Medlen","ATL",18.1,0.10526316,"Kris Medlen",9417,450665
2011,"Jonathon Niese","NYM",157,0.10526316,"Jonathon Niese",4424,477003
2011,"Kevin Slowey","MIN",44.2,0.10526316,"Kevin Slowey",9918,458713
2012,"David Price","TBR",211,0.10526316,"David Price",3184,456034
2012,"Kyle McPherson","PIT",14.2,0.10526316,"Kyle McPherson",5009,519015
2012,"Matt Harrison","TEX",213.1,0.10526316,"Matt Harrison",5551,457448
2012,"Chris Archer","TBR",23.2,0.10526316,"Chris Archer",6345,502042
2013,"Luis Mendoza","KCR",79,0.10526316,"Luis Mendoza",3126,434669
2013,"Greg Reynolds","CIN",27.2,0.10526316,"Greg Reynolds",5712,453353
2014,"David Buchanan","PHI",117.2,0.10526316,"David Buchanan",11176,571527
2015,"Aaron Harang","PHI",172.1,0.10526316,"Aaron Harang",1451,421685
2017,"Brock Stewart","LAD",13.2,0.10526316,"Brock Stewart",16727,592779
2018,"Trevor Cahill","OAK",106,0.10526316,"Trevor Cahill",6249,502239
2018,"Josh Rogers","BAL",11.2,0.10526316,"Josh Rogers",18510,642028
2019,"Devin Smeltzer","MIN",30.2,0.10526316,"Devin Smeltzer",19487,656970
2020,"Charlie Morton","TBR",38,0.10526316,"Charlie Morton",4676,450203
2021,"Glenn Otto","TEX",23.1,0.10526316,"Glenn Otto",21366,657248
2022,"Lance McCullers Jr.","HOU",47.2,0.10526316,"Lance McCullers Jr.",14120,621121
2022,"Mike Baumann","BAL",18.1,0.10526316,"Mike Baumann",20206,657508
2023,"Jalen Beeks","TBR",16.1,0.10526316,"Jalen Beeks",17192,656222
2023,"Trevor Rogers","MIA",18,0.10526316,"Trevor Rogers",22286,669432
2006,"Bronson Arroyo","CIN",240.2,0.10508475,"Bronson Arroyo",978,276520
2015,"Héctor Santiago","LAA",177,0.10507246,"Hector Santiago",4026,502327
2022,"Triston McKenzie","CLE",188.1,0.10504202,"Triston McKenzie",18000,663474
2004,"David Wells","SDP",195.2,0.10502283,"David Wells",855,124071
2005,"Jason Johnson","DET",210,0.10502283,"Jason Johnson",147,116595
2003,"Tom Glavine","NYM",183.1,0.105,"Tom Glavine",90,114849
2002,"Tim Hudson","OAK",238.1,0.10497238,"Tim Hudson",921,218596
2009,"Jonathan Sánchez","SFG",159.1,0.10497238,"Jonathan Sanchez",7507,456043
2016,"Chris Tillman","BAL",172,0.10497238,"Chris Tillman",5279,501957
2017,"Ty Blach","SFG",149.2,0.10493827,"Ty Blach",14361,621389
2006,"Enrique Gonzalez","ARI",101,0.10483871,"Enrique Gonzalez",2568,434619
2008,"Jeremy Guthrie","BAL",190.2,0.10480349,"Jeremy Guthrie",2072,425386
2002,"Jake Peavy","SDP",97.2,0.1047619,"Jake Peavy",1051,408241
2003,"Kyle Snyder","KCR",85.1,0.1047619,"Kyle Snyder",1689,216897
2023,"Bobby Miller","LAD",113.1,0.1047619,"Bobby Miller",27483,676272
2002,"Jose Cabrera","MIL",55.1,0.10465116,"Jose Cabrera",679,111850
2007,"Mark Hendrickson","LAD",76.1,0.10465116,"Mark Hendrickson",1574,424805
2007,"Jason Bergmann","WSN",115.1,0.10465116,"Jason Bergmann",4640,456589
2008,"Jeremy Bonderman","DET",71.1,0.10465116,"Jeremy Bonderman",1667,425827
2010,"Scott Feldman","TEX",127.2,0.10465116,"Scott Feldman",6283,444857
2014,"Christian Bergman","COL",54.2,0.10465116,"Christian Bergman",10925,548357
2018,"Blaine Hardy","DET",67.2,0.10465116,"Blaine Hardy",6499,543278
2023,"Zach Davies","ARI",79.1,0.10465116,"Zach Davies",13183,605200
2023,"Bryan Woo","SEA",80.2,0.10465116,"Bryan Woo",30279,693433
2002,"Kyle Lohse","MIN",180.1,0.10460251,"Kyle Lohse",739,346798
2013,"Jarrod Parker","OAK",197,0.10460251,"Jarrod Parker",4913,519105
2023,"Cristian Javier","HOU",151.1,0.10460251,"Cristian Javier",17606,664299
2012,"Blake Beavan","SEA",152.1,0.10454545,"Blake Beavan",338,518444
2014,"Wei-Yin Chen","BAL",185.2,0.10454545,"Wei-Yin Chen",13071,612672
2008,"Micah Owings","ARI",100.2,0.10447761,"Micah Owings",4253,452249
2010,"Jesse Litsch","TOR",46.2,0.10447761,"Jesse Litsch",3688,446209
2010,"Jeanmar Gómez","CLE",57.2,0.10447761,"Jeanmar Gomez",9033,491646
2005,"Barry Zito","OAK",228.1,0.10441767,"Barry Zito",944,217096
2009,"J.A. Happ","PHI",144.1,0.1043956,"J.A. Happ",7410,457918
2019,"Kyle Hendricks","CHC",177,0.1043956,"Kyle Hendricks",12049,543294
2018,"Gio González","- - -",171,0.10429448,"Gio Gonzalez",7448,461829
2002,"Justin Miller","TOR",93,0.10416667,"Justin Miller",1313,277405
2003,"Darren Oliver","COL",177.2,0.10416667,"Darren Oliver",206,119984
2004,"Todd Van Poppel","CIN",61,0.10416667,"Todd Van Poppel",1284,123650
2004,"Cha Seung Baek","SEA",28,0.10416667,"Cha Seung Baek",8214,430657
2006,"Billy Traber","WSN",36,0.10416667,"Billy Traber",410,407896
2007,"Jason Hammel","TBD",67.1,0.10416667,"Jason Hammel",4538,434628
2008,"Carlos Silva","SEA",153.1,0.10416667,"Carlos Silva",973,400067
2009,"Max Scherzer","ARI",170.1,0.10416667,"Max Scherzer",3137,453286
2010,"Craig Stammen","WSN",105,0.10416667,"Craig Stammen",7274,489334
2011,"Aníbal Sánchez","FLA",196.1,0.10416667,"Anibal Sanchez",3284,434671
2013,"Hiram Burgos","MIL",29.1,0.10416667,"Hiram Burgos",9412,572744
2015,"Chris Tillman","BAL",173,0.10416667,"Chris Tillman",5279,501957
2015,"Kris Medlen","KCR",44,0.10416667,"Kris Medlen",9417,450665
2016,"Tyler Skaggs","LAA",49.2,0.10416667,"Tyler Skaggs",10190,572140
2018,"Ty Blach","SFG",64.2,0.10416667,"Ty Blach",14361,621389
2019,"Charlie Morton","TBR",194.2,0.10416667,"Charlie Morton",4676,450203
2006,"Chris Young","SDP",179.1,0.10408922,"Chris Young",3196,432934
2003,"Jeff D'Amico","PIT",175.1,0.1040724,"Jeff D'Amico",871,113026
2016,"Martín Pérez","TEX",198.2,0.10404624,"Martin Perez",6902,527048
2022,"Shane Bieber","CLE",200,0.10404624,"Shane Bieber",19427,669456
2015,"Eduardo Rodriguez","BOS",121.2,0.104,"Eduardo Rodriguez",13164,593958
2017,"Ben Lively","PHI",88.2,0.104,"Ben Lively",14932,594902
2011,"Brandon Morrow","TOR",179.1,0.1039604,"Brandon Morrow",9346,453344
2003,"Hideo Nomo","LAD",218.1,0.1038961,"Hideo Nomo",666,119827
2006,"Matt Clement","BOS",65.1,0.1038961,"Matt Clement",271,136725
2008,"Seth McClung","MIL",63.2,0.1038961,"Seth McClung",1657,425528
2010,"Wade Davis","TBR",168,0.1038961,"Wade Davis",7441,451584
2015,"John Danks","CHW",177.2,0.1038961,"John Danks",6329,433579
2022,"Tyler Mahle","- - -",120.2,0.1038961,"Tyler Mahle",16358,641816
2022,"Josh Winder","MIN",53,0.1038961,"Josh Winder",24606,680739
2015,"Chris Archer","TBR",212,0.10382514,"Chris Archer",6345,502042
2023,"Dylan Cease","CHW",172,0.10382514,"Dylan Cease",18525,656302
2008,"Josh Banks","SDP",76.1,0.10377358,"Josh Banks",5570,457468
2018,"Walker Buehler","LAD",136.1,0.10377358,"Walker Buehler",19374,621111
2002,"Mark Buehrle","CHW",239,0.10373444,"Mark Buehrle",225,279824
2014,"John Danks","CHW",193.2,0.10373444,"John Danks",6329,433579
2016,"Matt Moore","- - -",198.1,0.10373444,"Matt Moore",1890,519043
2005,"Daniel Cabrera","BAL",161.1,0.1037037,"Daniel Cabrera",1931,425555
2004,"Joe Kennedy","COL",162.1,0.10365854,"Joe Kennedy",1217,406773
2003,"Adam Eaton","SDP",183,0.10362694,"Adam Eaton",1029,284566
2004,"John Thomson","ATL",198.1,0.10362694,"John Thomson",453,123307
2006,"Greg Maddux","- - -",210,0.10362694,"Greg Maddux",104,118120
2021,"Cole Irvin","OAK",178.1,0.1036036,"Cole Irvin",19244,608344
2004,"Pedro Martinez","BOS",217,0.10358566,"Pedro Martinez",200,118377
2004,"Ted Lilly","TOR",197.1,0.10358566,"Ted Lilly",833,150404
2002,"Ryan Drese","CLE",137.1,0.10344828,"Ryan Drese",379,400181
2004,"Scott Erickson","- - -",27,0.10344828,"Scott Erickson",137,113884
2006,"Seth McClung","TBD",80.2,0.10344828,"Seth McClung",1657,425528
2007,"Doug Davis","ARI",192.2,0.10344828,"Doug Davis",1244,150277
2007,"Kameron Loe","TEX",127.2,0.10344828,"Kameron Loe",4422,434180
2008,"Jason Hammel","TBR",27.2,0.10344828,"Jason Hammel",4538,434628
2008,"David Purcey","TOR",65,0.10344828,"David Purcey",8360,453515
2010,"Aaron Harang","CIN",108.2,0.10344828,"Aaron Harang",1451,421685
2010,"Derek Holland","TEX",46.2,0.10344828,"Derek Holland",4141,502706
2010,"Scott Olsen","WSN",75,0.10344828,"Scott Olsen",4529,435179
2010,"Mike Minor","ATL",39.1,0.10344828,"Mike Minor",10021,501985
2011,"Graham Godfrey","OAK",21,0.10344828,"Graham Godfrey",3128,453232
2011,"Yunesky Maya","WSN",25,0.10344828,"Yunesky Maya",11420,493337
2012,"Lance Lynn","STL",169,0.10344828,"Lance Lynn",2520,458681
2015,"Danny Duffy","KCR",128.1,0.10344828,"Danny Duffy",3542,518633
2016,"Matt Shoemaker","LAA",160,0.10344828,"Matt Shoemaker",4776,533167
2018,"Matt Shoemaker","LAA",31,0.10344828,"Matt Shoemaker",4776,533167
2018,"Yonny Chirinos","TBR",32.1,0.10344828,"Yonny Chirinos",16401,630023
2022,"Roansy Contreras","PIT",87.1,0.10344828,"Roansy Contreras",22810,672710
2023,"John Means","BAL",17.1,0.10344828,"John Means",16269,607644
2023,"Miles Mikolas","STL",187.1,0.10330579,"Miles Mikolas",9803,571945
2002,"Rodrigo Lopez","BAL",181.2,0.10328638,"Rodrigo Lopez",150,150438
2003,"Kenny Rogers","MIN",193.1,0.10328638,"Kenny Rogers",1277,121386
2014,"Johnny Cueto","CIN",243.2,0.10328638,"Johnny Cueto",6893,456501
2008,"Andy Pettitte","NYY",204,0.10326087,"Andy Pettitte",840,120485
2008,"Jesse Litsch","TOR",173,0.10326087,"Jesse Litsch",3688,446209
2007,"Cliff Lee","CLE",91.2,0.10322581,"Cliff Lee",1636,424324
2014,"Tommy Milone","- - -",117,0.10322581,"Tommy Milone",7608,543548
2013,"Brandon McCarthy","ARI",135,0.1031746,"Brandon McCarthy",4662,435221
2004,"Carlos Silva","MIN",203,0.10313901,"Carlos Silva",973,400067
2005,"Kevin Millwood","CLE",192,0.10309278,"Kevin Millwood",106,119154
2005,"Tim Stauffer","SDP",80,0.10309278,"Tim Stauffer",6432,431162
2007,"Micah Owings","ARI",150,0.10309278,"Micah Owings",4253,452249
2008,"Aaron Laffey","CLE",93.2,0.10309278,"Aaron Laffey",6248,444836
2013,"Tommy Hanson","LAA",67.2,0.10309278,"Tommy Hanson",9129,462102
2003,"David Wells","NYY",207.1,0.10300429,"David Wells",855,124071
2006,"Justin Verlander","DET",186,0.10294118,"Justin Verlander",8700,434378
2013,"Samuel Deduno","MIN",108,0.10294118,"Samuel Deduno",5285,465679
2018,"Madison Bumgarner","SFG",129.2,0.10294118,"Madison Bumgarner",5524,518516
2023,"Emmet Sheehan","LAD",47.1,0.10294118,"Emmet Sheehan",29839,686218
2003,"Rick Reed","MIN",124.2,0.10285714,"Rick Reed",750,120999
2005,"Chris Carpenter","STL",241.2,0.10285714,"Chris Carpenter",1292,112020
2005,"Jason Jennings","COL",122,0.10280374,"Jason Jennings",434,407298
2010,"Joel Pineiro","LAA",152.1,0.10273973,"Joel Pineiro",1094,334492
2002,"Jon Garland","CHW",192.2,0.10267857,"Jon Garland",232,279782
2004,"Jamey Wright","COL",78.2,0.1025641,"Jamey Wright",715,124604
2005,"Wes Obermueller","MIL",35.2,0.1025641,"Wes Obermueller",1637,425286
2010,"Pat Misch","NYM",33.2,0.1025641,"Pat Misch",5909,435619
2013,"Hiroki Kuroda","NYY",201.1,0.1025641,"Hiroki Kuroda",3283,493133
2013,"Josh Lindblom","TEX",27,0.1025641,"Josh Lindblom",7882,458676
2022,"Zach Eflin","PHI",68,0.1025641,"Zach Eflin",13774,621107
2009,"Matt Garza","TBR",203,0.10245902,"Matt Garza",3340,490063
2004,"Kirk Rueter","SFG",190.1,0.10243902,"Kirk Rueter",1128,121541
2011,"J.A. Happ","HOU",156.1,0.10243902,"J.A. Happ",7410,457918
2018,"Jaime Barria","LAA",129.1,0.10240964,"Jaime Barria",18356,642545
2003,"Vicente Padilla","PHI",208.2,0.10232558,"Vicente Padilla",964,218894
2012,"Zack Greinke","- - -",212.1,0.10227273,"Zack Greinke",1943,425844
2022,"Alex Cobb","SFG",149.2,0.10227273,"Alex Cobb",6562,502171
2023,"James Kaprielian","OAK",58.1,0.10227273,"James Kaprielian",18331,621076
2006,"John Smoltz","ATL",232,0.10222222,"John Smoltz",115,122477
2007,"Josh Fogg","COL",163.2,0.10222222,"Josh Fogg",989,150319
2013,"José Quintana","CHW",200,0.10222222,"Jose Quintana",11423,500779
2005,"Ryan Franklin","SEA",186.2,0.10218978,"Ryan Franklin",1076,211041
2010,"John Lannan","WSN",143.1,0.10218978,"John Lannan",7080,458709
2011,"Erik Bedard","- - -",129.1,0.10218978,"Erik Bedard",126,407853
2011,"Derek Lowe","ATL",187,0.10218978,"Derek Lowe",199,117955
2015,"Adam Morgan","PHI",84.1,0.10218978,"Adam Morgan",12580,605388
2005,"Brandon Claussen","CIN",166.2,0.10212766,"Brandon Claussen",814,407799
2009,"Aníbal Sánchez","FLA",86,0.10204082,"Anibal Sanchez",3284,434671
2012,"A.J. Griffin","OAK",82.1,0.10204082,"A.J. Griffin",11132,456167
2013,"Homer Bailey","CIN",209,0.10204082,"Homer Bailey",8362,456701
2013,"Zack Wheeler","NYM",100,0.10204082,"Zack Wheeler",10310,554430
2014,"Nick Tepesch","TEX",125.2,0.10204082,"Nick Tepesch",11716,519344
2015,"Scott Kazmir","- - -",183,0.10204082,"Scott Kazmir",4897,431148
2015,"Erasmo Ramírez","TBR",151.1,0.10204082,"Erasmo Ramirez",10314,541640
2017,"Paul Blackburn","OAK",58.2,0.10204082,"Paul Blackburn",14739,621112
2019,"Brad Keller","KCR",165.1,0.10204082,"Brad Keller",15734,641745
2021,"Matt Manning","DET",85.1,0.10204082,"Matt Manning",20369,666159
2012,"Joe Saunders","- - -",174.2,0.10194175,"Joe Saunders",4366,434578
2015,"Madison Bumgarner","SFG",218.1,0.10194175,"Madison Bumgarner",5524,518516
2018,"Mike Clevinger","CLE",200,0.10194175,"Mike Clevinger",12808,605182
2016,"Jake Peavy","SFG",108.2,0.10191083,"Jake Peavy",1051,408241
2017,"Jerad Eickhoff","PHI",128,0.10191083,"Jerad Eickhoff",12664,595191
2018,"Vince Velasquez","PHI",145.2,0.10191083,"Vince Velasquez",11189,592826
2007,"Braden Looper","STL",174.2,0.10185185,"Braden Looper",526,131702
2007,"Aaron Harang","CIN",231.2,0.10181818,"Aaron Harang",1451,421685
2012,"Marco Estrada","MIL",129.1,0.10179641,"Marco Estrada",1118,462136
2007,"Carlos Zambrano","CHC",216.1,0.10176991,"Carlos Zambrano",305,407296
2010,"Scott Baker","MIN",170.1,0.10176991,"Scott Baker",6176,435044
2010,"Randy Wolf","MIL",215.2,0.10175439,"Randy Wolf",976,150116
2002,"Miguel Asencio","KCR",111.2,0.10169492,"Miguel Asencio",586,407900
2002,"Esteban Loaiza","TOR",151.1,0.10169492,"Esteban Loaiza",1310,117842
2003,"Wilfredo Ledezma","DET",35.1,0.10169492,"Wilfredo Ledezma",1669,425656
2015,"Kyle Lobstein","DET",59,0.10169492,"Kyle Lobstein",9178,543456
2018,"Joe Musgrove","PIT",115.1,0.10169492,"Joe Musgrove",12970,605397
2021,"Lance Lynn","CHW",157,0.10169492,"Lance Lynn",2520,458681
2007,"Edwin Jackson","TBD",160.2,0.10160428,"Edwin Jackson",1841,429719
2007,"Jake Westbrook","CLE",152,0.1015625,"Jake Westbrook",412,150414
2005,"Brian Moehler","FLA",138,0.10144928,"Brian Moehler",480,119215
2005,"Jerome Williams","- - -",120,0.10144928,"Jerome Williams",1137,425532
2008,"Jeff Karstens","PIT",51.1,0.10144928,"Jeff Karstens",5879,444371
2011,"Aneury Rodriguez","HOU",40.1,0.10144928,"Aneury Rodriguez",8948,444553
2012,"Wandy Rodriguez","- - -",203.2,0.10144928,"Wandy Rodriguez",2586,434643
2014,"Zack Wheeler","NYM",185.1,0.10144928,"Zack Wheeler",10310,554430
2015,"Keyvius Sampson","CIN",51.1,0.10144928,"Keyvius Sampson",10039,572102
2015,"Joe Ross","WSN",73.2,0.10144928,"Joe Ross",12972,605452
2007,"Wandy Rodriguez","HOU",182.2,0.10138249,"Wandy Rodriguez",2586,434643
2007,"Anthony Reyes","STL",104,0.10135135,"Anthony Reyes",7105,435039
2015,"Clayton Kershaw","LAD",232.2,0.10135135,"Clayton Kershaw",2036,477132
2006,"Steve Trachsel","NYM",164.2,0.10132159,"Steve Trachsel",898,123431
2008,"John Maine","NYM",140,0.10126582,"John Maine",4773,429720
2009,"Tim Stauffer","SDP",73,0.10126582,"Tim Stauffer",6432,431162
2011,"Aaron Cook","COL",96,0.10126582,"Aaron Cook",1571,346871
2014,"Roenis Elías","SEA",163.2,0.10126582,"Roenis Elias",12673,606273
2004,"Steve Trachsel","NYM",202.2,0.10121457,"Steve Trachsel",898,123431
2010,"Phil Hughes","NYY",174.1,0.10121457,"Phil Hughes",7450,461833
2006,"John Koronka","TEX",125,0.10119048,"John Koronka",2130,425655
2004,"Livan Hernandez","MON",255,0.10116732,"Livan Hernandez",1116,115817
2011,"Ervin Santana","LAA",228.2,0.10116732,"Ervin Santana",3200,429722
2003,"Dan Haren","STL",72.2,0.1011236,"Dan Haren",1757,429717
2014,"Doug Fister","WSN",164,0.1011236,"Doug Fister",9425,450729
2019,"Ryan Yarbrough","TBR",85.2,0.1011236,"Ryan Yarbrough",16502,642232
2013,"Patrick Corbin","ARI",208.1,0.10106383,"Patrick Corbin",9323,571578
2009,"Javier Vazquez","ATL",219.1,0.1010101,"Javier Vazquez",801,134320
2011,"Clay Buchholz","BOS",82.2,0.1010101,"Clay Buchholz",3543,453329
2011,"Brad Hand","FLA",60,0.1010101,"Brad Hand",9111,543272
2013,"Jake Peavy","- - -",144.2,0.1010101,"Jake Peavy",1051,408241
2013,"Shelby Miller","STL",173.1,0.1010101,"Shelby Miller",10197,571946
2014,"David Phelps","NYY",96.2,0.1010101,"David Phelps",6316,475479
2023,"Gerrit Cole","NYY",200,0.1010101,"Gerrit Cole",13125,543037
2005,"Kyle Lohse","MIN",176.2,0.10096154,"Kyle Lohse",739,346798
2010,"Jeff Francis","COL",102.1,0.10091743,"Jeff Francis",4684,433585
2013,"Julio Teheran","ATL",185.2,0.10091743,"Julio Teheran",6797,527054
2004,"Sidney Ponson","BAL",215.2,0.10087719,"Sidney Ponson",161,132260
2009,"Hiroki Kuroda","LAD",116,0.10084034,"Hiroki Kuroda",3283,493133
2013,"Dillon Gee","NYM",199,0.10084034,"Dillon Gee",7396,518716
2023,"Tommy Henry","ARI",87.2,0.10084034,"Tommy Henry",26285,674072
2014,"Colby Lewis","TEX",170.1,0.10080645,"Colby Lewis",1259,407890
2010,"Jake Peavy","CHW",107,0.10077519,"Jake Peavy",1051,408241
2016,"Ubaldo Jiménez","BAL",132,0.10077519,"Ubaldo Jimenez",3374,434622
2002,"Javier Vazquez","MON",230.1,0.10071942,"Javier Vazquez",801,134320
2004,"Mark Prior","CHC",118.2,0.10071942,"Mark Prior",301,407578
2011,"Francisco Liriano","MIN",132,0.10071942,"Francisco Liriano",3201,434538
2019,"Spencer Turnbull","DET",148.1,0.10071942,"Spencer Turnbull",16207,605513
2022,"Jeffrey Springs","TBR",125,0.10071942,"Jeffrey Springs",17677,605488
2003,"Bartolo Colon","CHW",242,0.10067114,"Bartolo Colon",375,112526
2004,"Mike Hampton","ATL",172.1,0.10067114,"Mike Hampton",430,115399
2011,"John Lannan","WSN",184.2,0.10067114,"John Lannan",7080,458709
2022,"Rich Hill","BOS",124.1,0.10067114,"Rich Hill",4806,448179
2003,"Claudio Vargas","MON",109.1,0.10062893,"Claudio Vargas",1695,282567
2014,"Félix Hernández","SEA",236,0.10062893,"Felix Hernandez",4772,433587
2007,"Jason Hirsh","COL",112.1,0.10055866,"Jason Hirsh",6293,444865
2007,"Andy Sonnanstine","TBD",130.2,0.10055866,"Andy Sonnanstine",7667,458567
2005,"Ben Sheets","MIL",156.2,0.1005291,"Ben Sheets",710,282656
